Customer ID,Time of Bet,Live Bet,Sport,Competition,Region,Teams Involved,Type of Bet
353117,2024-12-06 23:31:00,False,Basketball,Euroleague,Euroleague ,Crvena Zvezda - FC Bayern Munich,Match Winner - PRELIVE
611143,2025-01-18 13:57:00,False,Basketball,NBA,NBA,LA Lakers - MEM Grizzlies,Away Assists Over/Under
378892,2024-10-17 14:59:00,True,Soccer,Super Lig,Turkey,Kayserispor - Galatasaray,Goals Over/Under - LIVE
930691,2024-11-20 10:08:00,False,Soccer,Serie A,Italy,Lazio - Bologna,Full Time Result - PRELIVE
627466,2024-10-27 22:22:00,True,Soccer,Conference League,Conference League,Cercle Brugge - Istanbul Basaksehir FK,Full Time Result - LIVE
447838,2025-01-01 04:34:00,False,Soccer,Super League 1,Greece,Olympiacos - AEK Athens,1st Half - Away Goals Over/Under 
150793,2025-01-17 13:08:00,True,Soccer,Premier League,England,Brighton - Southampton,Full Time Result - LIVE
176637,2024-12-16 09:38:00,False,Soccer,Super League 1,Greece,OFI - Olympiacos,Full Time Result - 0%
447838,2025-01-18 08:13:00,True,Soccer,Champions League,Champions League,RB Leipzig - Aston Villa,Corners Over/Under
46365,2024-10-06 01:54:00,False,Soccer,Europa League,Europa League,AS Roma - SC Braga,Corners Over/Under
54766,2024-11-27 10:41:00,True,Soccer,UEFA Youth League,Europe,Girona FC U19 - Liverpool U19,Goals Over/Under - LIVE
268097,2024-11-03 11:19:00,False,Soccer,Serie A,Italy,Udinese Calcio - Napoli,Full Time Result - PRELIVE
447838,2024-12-03 15:40:00,False,Soccer,Premier League,England,Manchester City - Nottingham Forest,1st Half - Goals Over/Under
446644,2025-01-06 14:10:00,False,Soccer,Premier League Cup,England,Bristol City U21 - Norwich U21,Goals Over/Under - PRELIVE
891897,2024-11-16 16:41:00,False,Soccer,National League North,England,Farsley Celtic FC - Chorley Football Club,1st Half - Goals Over/Under
278634,2024-11-28 06:53:00,False,Soccer,Europa League,Europa League,Twente - Union Saint-Gilloise,HalfTime/FullTime - Double Chance
349695,2024-12-10 08:46:00,False,Soccer,Premier League,England,Newcastle - Aston Villa,Goals Over/Under - PRELIVE
875576,2024-12-03 15:42:00,False,Soccer,Bundesliga,Germany,FC Heidenheim - Eintracht Frankfurt,Full Time Result - PRELIVE
95375,2024-12-23 21:43:00,True,Soccer,Conference League,Conference League,St. Gallen - Vitoria Guimaraes ,Goals Over/Under - LIVE
986589,2024-12-22 17:17:00,False,Soccer,ISL,India,Mohammedan SC - Odisha FC,Full Time Result & Both Teams to Score
150659,2024-10-08 11:08:00,False,Soccer,Bundesliga,Germany,Bayern Munich - RB Leipzig,Both Teams to Score
810353,2024-10-11 13:29:00,False,Soccer,Beker van Belgie,Belgium,Cercle Brugge - Sint-Truidense VV,Goals Over/Under - PRELIVE
272359,2025-01-04 01:10:00,True,Soccer,1st Division,Azerbaijan,FK Karvan - Gabala FC,1st Half - Goals Over/Under
965122,2024-10-27 19:19:00,False,Soccer,Champions League,Champions League,Bayer Leverkusen - Red Bull Salzburg,Goals Over/Under - PRELIVE
930691,2024-12-06 05:21:00,True,Soccer,Premier League,England,Arsenal - Everton,Goals Over/Under - LIVE
349695,2024-11-14 20:34:00,True,Soccer,Higher League,Ethiopia,Durame Ketema - Debre Birhan Ketema,Goals Over/Under - LIVE
685569,2024-10-06 14:56:00,True,Soccer,Conference League,Conference League,NK Olimpija Ljubljana - Larne FC,Goals Over/Under - LIVE
627466,2024-11-06 07:23:00,True,Soccer,Liga Profesional Reserves,Argentina,San Lorenzo de Almagro II - CA Union Santa Fe II,1st Half - Goals Over/Under
268097,2024-10-10 22:42:00,True,Soccer,1st Division,Cyprus,Anorthosis Famagusta - Omonia 29th May,Goals Over/Under - LIVE
306995,2025-01-06 17:29:00,True,Soccer,Ligue 1,France,Paris Saint Germain - Olympique Lyonnais,1st Half - Goals Over/Under
131456,2024-10-27 07:40:00,True,Soccer,Club Friendlies,World,Cascavel PR - Maringa PR,1st Half - Goals Over/Under
187935,2024-12-28 01:03:00,True,Soccer,3. Liga,Germany,SV Wehen Wiesbaden - Viktoria Koln,Goals Over/Under - LIVE
87287,2024-10-01 06:08:00,True,Soccer,Premier Division,Hong Kong,Hong Kong FC - Southern District,1st Half - Goals Over/Under
737548,2024-11-10 11:25:00,True,Soccer,Europa League,Europa League,SC Braga - Hoffenheim,Multiple Correct Score
131456,2025-01-04 19:09:00,True,Soccer,Bundesliga,Germany,Borussia Dortmund - Hoffenheim,Full Time Result - LIVE
353117,2024-10-24 15:30:00,True,Soccer,Europa League,Europa League,Olympiacos - Twente,Full Time Result - LIVE
447838,2024-12-11 23:08:00,False,Soccer,Serie A,Italy,Fiorentina - Inter,Full Time Result - PRELIVE
10276,2024-11-08 16:26:00,False,Soccer,Conference League,Conference League,Panathinaikos - Dinamo Minsk,Corners Over/Under
150659,2024-11-28 20:59:00,False,Soccer,Champions League,Champions League,Crvena Zvezda - VfB Stuttgart,Full Time Result - 0%
592561,2024-12-21 14:08:00,True,Soccer,Super Lig,Turkey,Galatasaray - Eyupspor,Full Time Result - LIVE
150659,2024-11-25 23:17:00,False,Basketball,Euroleague,Euroleague ,Crvena Zvezda - FC Bayern Munich,Handicap Additional
150659,2025-01-10 22:31:00,False,Basketball,NBA,NBA,GS Warriors - LA Lakers,Player Over/Under Rebounds and Assists (ALGO)
353117,2024-10-10 02:19:00,False,Soccer,Europa League,Europa League,Malmo - Galatasaray,Double Chance
131456,2024-10-24 20:44:00,False,Basketball,NBA,NBA,SAC Kings - DET Pistons,Over/Under
717815,2024-10-13 14:21:00,False,Soccer,Serie A,Brazil,Vitoria BA - Gremio RS,Halftime/Fulltime - PRELIVE
385329,2024-12-11 04:49:00,True,Soccer,Serie A,Italy,Bologna - Fiorentina,Full Time Result - LIVE
592561,2024-11-19 17:19:00,False,Soccer,League One,England,Cambridge - Huddersfield,1st Half - Goals Over/Under
446644,2024-11-30 15:12:00,False,Soccer,FA Cup,Kosovo,KF Gjilani - KF Liria,Both Teams to Score
306995,2024-12-12 21:13:00,True,Soccer,Professional Development League,England,Watford U21  - Bristol City U21,Half Time Result
20442,2024-12-13 14:27:00,False,Soccer,Premier League,England,West Ham - Arsenal,Full Time Result - 0%
54766,2024-12-04 10:47:00,True,Basketball,NBA,NBA,IND Pacers - POR Blazers,Third Quarter Winner
63843,2024-10-01 08:19:00,False,Soccer,Champions League,Champions League,Shakhtar Donetsk - Bayern Munich,Goals Over/Under - PRELIVE
378892,2024-11-30 13:16:00,False,Basketball,NBA,NBA,OKC Thunder - MIL Bucks,Player Over/Under Rebounds
878170,2024-10-25 00:40:00,False,Basketball,NBA,NBA,CHI Bulls - IND Pacers,Player Over/Under Rebounds
150659,2024-12-01 22:53:00,False,Basketball,NBA,NBA,DET Pistons - TOR Raptors,Player Over/Under Assists
903170,2024-11-25 08:53:00,False,Soccer,Super League 1,Greece,Asteras Tripolis - Panathinaikos,Penalty Awarded -NEW-
611143,2025-01-07 02:33:00,False,Soccer,Eredivisie,Netherlands,PSV Eindhoven - Twente,Full Time Result - 0%
28150,2024-12-13 11:41:00,True,Soccer,Bundesliga,Germany,Bayern Munich - RB Leipzig,Goals Over/Under - LIVE
318821,2024-11-26 19:49:00,True,Soccer,Europa League,Europa League,Rangers - Tottenham,Goals Over/Under - LIVE
18901,2024-12-22 15:39:00,False,Basketball,Euroleague,Euroleague ,Olimpia Milano - Olympiacos,Handicap Additional
291252,2024-11-23 02:54:00,False,Soccer,Primeira Liga,Portugal,Arouca - Gil Vicente,Goals Over/Under - PRELIVE
872973,2025-01-12 16:09:00,True,Soccer,Cup,Greece,Atromitos - Panathinaikos,Home Yellow Cards Over/Under
930691,2024-11-16 01:01:00,True,Basketball,"Battle (4x5 mins, OT-3 mins)",Еbasketball,Houston Rockets (NoName) Esports - Orlando Magic (HunkY) Esports,Match Winner - Live
685569,2024-10-07 12:03:00,True,Basketball,B. League,Japan,Brave Thunders - Levanga Hokkaido,Match Winner - Live
941497,2024-12-25 09:44:00,False,Basketball,NBA,NBA,IND Pacers - DET Pistons,Player Over/Under Rebounds
578572,2024-12-11 23:02:00,False,Basketball,NBA,NBA,UTA Jazz - PHI 76ers,Home Over/Under
570878,2025-01-08 05:29:00,True,Soccer,Super League 1 U19,Greece,AEK Athens U19 - OFI U19,1st Half - Goals Over/Under
985784,2024-11-29 04:00:00,False,Basketball,NBA,NBA,ATL Hawks - NO Pelicans,Player Over/Under Assists
18901,2024-12-17 11:03:00,True,Soccer,1. Liga,Czech Republic,Dukla Prague - AC Sparta Prague,Goals Over/Under - LIVE
702749,2024-12-03 13:25:00,True,Basketball,GBL ,Greece,AEK Athens - Aris Thessalonikis,Handicap Additional
135212,2025-01-12 10:08:00,False,Soccer,Coupe de France,France,Lens - Paris Saint Germain,Full Time Result - PRELIVE
578572,2025-01-16 12:51:00,False,Soccer,Premier League,England,Newcastle - Aston Villa,Both Teams to Score
9155,2024-12-17 09:02:00,False,Soccer,Serie A,Italy,Lecce - Juventus,Full Time Result - PRELIVE
601210,2024-10-08 08:00:00,True,Soccer,DFB Pokal,Germany,Werder Bremen - SV Darmstadt 98,Full Time Result - LIVE
87287,2025-01-08 00:05:00,False,Soccer,Ligue 1,France,Angers - Olympique Lyonnais,Full Time Result - PRELIVE
498006,2024-12-16 14:43:00,False,Soccer,LaLiga,Spain,Alaves - Leganes,Full Time Result - PRELIVE
903170,2024-12-26 12:30:00,True,Soccer,Championship,England,Stoke - Leeds,Yellow Cards Over/Under
135212,2025-01-16 19:12:00,False,Soccer,Serie A,Italy,Cagliari - Hellas Verona,Home Over/Under
543896,2024-11-02 19:00:00,True,Soccer,Eredivisie,Netherlands,Utrecht - Fortuna Sittard,1st Half - Goals Over/Under
385329,2025-01-04 10:57:00,False,Soccer,Super League 1,Greece,OFI - Volos NPS,Full Time Result - 0%
568945,2024-11-16 01:19:00,False,Soccer,Champions League,Champions League,Manchester City - Feyenoord,1st Half - Goals Over/Under
930691,2024-11-15 02:21:00,False,Soccer,LaLiga,Spain,Real Madrid - Sevilla,Full Time Result - 0%
150793,2025-01-14 15:17:00,True,Soccer,GT League (2x6 mins),Еsoccer,ACF Fiorentina (Shelby) Esports - Chelsea FC (Prince) Esports,Full Time Result - LIVE
870156,2025-01-06 19:40:00,False,Soccer,DFB Pokal,Germany,RB Leipzig - Eintracht Frankfurt,1st Half - Goals Over/Under
892592,2024-12-22 06:59:00,True,Basketball,Euroleague,Euroleague ,FC Bayern Munich - Baskonia Vitoria,Match Winner - Live
892592,2024-12-24 00:38:00,False,Soccer,A-League,Australia,Adelaide United FC - Sydney FC,Corners Over/Under
986589,2024-12-20 20:37:00,False,Soccer,Europa League,Europa League,PAOK Thessaloniki - Ferencvaros,Full Time Result - PRELIVE
64168,2024-12-04 01:05:00,False,Soccer,Eredivisie,Netherlands,PSV Eindhoven - Groningen,Goals Over/Under - PRELIVE
702749,2024-10-28 04:03:00,False,Soccer,U19 Championship,Vietnam,Cong An Ha Noi U19 - PVF U19,Goals Over/Under - PRELIVE
810353,2025-01-04 18:44:00,False,Basketball,NBA,NBA,DEN Nuggets - PHX Suns,Player Over/Under Assists
842090,2024-11-24 13:55:00,False,Soccer,1st Division,Cyprus,Ethnikos Achnas - APOEL Nicosia,Goals Over/Under - PRELIVE
349695,2025-01-01 21:15:00,True,Soccer,Serie A,Italy,Monza - Udinese Calcio,Team to Score Goal N
903170,2024-12-17 15:08:00,False,Soccer,Premier League,England,Ipswich - Manchester United,Full Time Result & Goals Over/Under 
187935,2024-12-07 00:27:00,True,Soccer,1st Division,Azerbaijan,Baku SC - FK Karvan,Goals Over/Under - PRELIVE
934625,2024-10-13 11:15:00,False,Soccer,Bundesliga,Germany,VfB Stuttgart - St. Pauli,Goals Over/Under - PRELIVE
944671,2024-11-28 05:26:00,False,Soccer,Serie A,Italy,Inter - Parma,1st Half - Corners Over/Under
878170,2024-11-19 03:16:00,False,Soccer,Premier League,England,Wolves - Bournemouth,Multiple Correct Score
592561,2024-12-31 16:55:00,False,Soccer,HNL,Croatia,Dinamo Zagreb - NK Slaven Belupo,Full Time Result - PRELIVE
28150,2024-11-01 14:48:00,False,Soccer,Coppa Italia,Italy,AS Roma - Sampdoria,Goals Over/Under - PRELIVE
339141,2024-10-24 09:48:00,False,Soccer,Eredivisie,Netherlands,Utrecht - PSV Eindhoven,Goals Over/Under - PRELIVE
102299,2024-12-16 12:41:00,False,Soccer,Serie A,Italy,Lazio - Atalanta,"Both Teams to Score or Over 2,5"
293817,2024-11-05 05:03:00,False,Soccer,Super Lig,Turkey,Besiktas - Goztepe,Full Time Result - PRELIVE
638073,2025-01-12 23:31:00,False,Soccer,Cup,Greece,AEK Athens - PAOK Thessaloniki,Both Teams to Score
527591,2024-10-04 16:24:00,False,Soccer,LaLiga,Spain,Girona - Real Madrid,Full Time Result - 0%
149315,2024-10-07 07:41:00,False,Basketball,NBA,NBA,DET Pistons - MIL Bucks,Player Over/Under Points 
246425,2024-10-02 05:32:00,False,Soccer,Premier League,England,Newcastle - Liverpool,"Both Teams to Score or Over 2,5"
638073,2025-01-05 18:50:00,False,Basketball,NBA,NBA,TOR Raptors - MIA Heat,Handicap
131456,2024-10-26 01:09:00,False,Basketball,Euroleague,Euroleague ,FC Bayern Munich - Panathinaikos,Handicap Additional
293817,2024-10-01 17:49:00,False,Soccer,Premiership,Scotland,Kilmarnock - Aberdeen,Both Teams to Score
965122,2024-10-29 22:04:00,False,Soccer,Premier League,England,Ipswich - Chelsea,Full Time Result - PRELIVE
934625,2024-10-15 12:58:00,True,Soccer,League U21 ,Algeria,MC Alger U21 - Aso Chlef U21,Correct Score Extended
988486,2024-10-14 16:28:00,True,Soccer,Premier League,UAE,AL Wahda FC - Al Wasl,1st Half - Corners Over/Under
892592,2024-10-25 13:41:00,False,Basketball,Euroleague,Euroleague ,Olimpia Milano - Lyon Villeurbanne,Away Assists Over/Under
268097,2024-10-04 12:06:00,True,Soccer,Segunda Division,Spain,Almeria - Cordoba,Goals Over/Under - LIVE
291252,2024-11-10 20:29:00,False,Soccer,Ligue 1,Tunisia,CA Bizertin - EGS Gafsa,Goals Over/Under - PRELIVE
627998,2024-12-07 23:56:00,False,Basketball,Euroleague,Euroleague ,FC Barcelona  - Crvena Zvezda,Match Winner - PRELIVE
279890,2024-11-21 08:33:00,True,Soccer,Premier League,Egypt,Al Masry - Pyramids FC,1st Half - Goals Over/Under
985784,2025-01-14 01:56:00,False,Basketball,NBA,NBA,PHX Suns - DEN Nuggets,Player Over/Under Assists
498006,2024-12-04 04:33:00,False,Soccer,  Prva Liga,Slovenia,ND Primorje - NK Maribor,Full Time Result - PRELIVE
28150,2024-10-10 13:49:00,False,Soccer,Premier League,England,Brentford - Leicester,Full Time Result - PRELIVE
14185,2024-12-13 04:35:00,True,Soccer,Conference League,Conference League,Dinamo Minsk - Larne FC,1st Half - Goals Over/Under
63843,2024-10-27 20:48:00,True,Soccer,Europa League,Europa League,FCSB - Olympiacos,"Both Teams to Score or Over 2,5"
685569,2024-10-01 01:23:00,True,Soccer,Coupe de France,France,Auxerre - USL Dunkerque,Goals Over/Under - LIVE
176637,2024-10-20 18:32:00,False,Soccer,Serie A,Brazil,Criciuma SC - Flamengo RJ,Goals Over/Under - PRELIVE
375336,2024-12-20 21:28:00,True,Soccer,LaLiga,Spain,Barcelona - Atletico Madrid,Full Time Result - LIVE
620872,2024-11-13 21:30:00,False,Soccer,A-League,Australia,Sydney FC - Melbourne Victory FC,1st Half - Goals Over/Under
986589,2024-11-29 13:11:00,False,Soccer,Segunda Division,Spain,Cadiz - Deportivo La Coruna,Full Time Result - PRELIVE
256380,2024-10-22 03:56:00,True,Soccer,Tercera Division RFEF,Spain,CD El Ejido 2012 - Atletico De Porcuna CF,Goals Over/Under - LIVE
878170,2024-11-16 16:57:00,False,Basketball,NBA,NBA,HOU Rockets - IND Pacers,Over/Under Additional
627998,2025-01-03 03:41:00,True,Soccer,Premier League,England,Liverpool - Leicester,Home Score in Both Halves
385329,2024-10-24 04:25:00,True,Soccer,Primeira Liga,Portugal,Famalicao - FC Porto,Full Time Result - LIVE
685569,2024-12-17 08:30:00,False,Soccer,Serie A,Italy,Empoli - Genoa,Full Time Result - PRELIVE
279890,2024-10-23 14:37:00,False,Soccer,Premiership,Scotland,Celtic - Ross County,1st Half - Goals Over/Under
268097,2025-01-04 21:31:00,True,Soccer,LaLiga,Spain,Real Sociedad - Betis,Full Time Result - LIVE
870156,2024-12-30 09:45:00,False,Soccer,Conference League,Conference League,APOEL Nicosia - Astana,Goals Over/Under - PRELIVE
638073,2024-12-19 11:13:00,False,Soccer,Primera C Metropolitana,Argentina,Ituzaingo - Defensores de Cambaceres,1st Half - Goals Over/Under
187935,2024-10-27 14:04:00,False,Soccer,Southern Premier League - Central,England,Spalding United Football Club - Bromsgrove Rovers,Full Time Result - PRELIVE
702749,2024-11-23 19:57:00,False,Soccer,Super League 1,Greece,Lamia - OFI,Full Time Result - 0%
527591,2024-10-14 22:09:00,True,Soccer,Serie C,Italy,Asd Alcione Milano - Atalanta BC U23,Goals Over/Under - LIVE
230905,2024-11-28 12:43:00,True,Soccer,Super League 1,Greece,Panserraikos - PAOK Thessaloniki,Full Time Result - LIVE
320901,2025-01-11 13:45:00,False,Soccer,Coppa Italia,Italy,Atalanta - Cesena,Full Time Result - PRELIVE
320901,2024-12-08 09:03:00,False,Soccer,Super League 1,Greece,Asteras Tripolis - Panathinaikos,Full Time Result - 0%
578572,2024-10-11 01:24:00,True,Soccer,AFC Champions League Elite,Asia,Shanghai Port - Gwangju FC,Team to Score Goal N
875576,2024-11-23 21:57:00,True,Soccer,Liga Profesional,Argentina,CA Independiente - Club Atletico Tucuman,Team to Score Goal N
908733,2025-01-14 15:34:00,True,Soccer, Challenge League,Switzerland,FC Vaduz - Schaffhausen,1st Half - Goals Over/Under
638073,2024-12-26 20:48:00,True,Soccer,Super League 2 U19,Greece,Kampaniakos U19 - PAS Giannina U19,1st Half - Goals Over/Under
279890,2024-12-29 03:44:00,False,Soccer,Bundesliga,Germany,Borussia Monchengladbach - St. Pauli,Double Chance & Goals Over/Under
937148,2024-11-22 10:59:00,True,Soccer,Cup,Greece,PAOK Thessaloniki - Egaleo,Goals Over/Under - LIVE
36335,2024-10-04 18:40:00,True,Soccer,Bundesliga,Germany,Freiburg - Borussia Monchengladbach,1st Half - Corners Over/Under
944671,2025-01-12 10:51:00,True,Soccer,EFL Cup,England,Southampton - Liverpool,1st Half - Corners Over/Under
159281,2024-12-22 03:06:00,True,Soccer,Super Lig,Turkey,Gazisehir Gaziantep FK - Rizespor,Corners Over/Under
578572,2025-01-19 21:00:00,False,Basketball,NBA,NBA,UTA Jazz - DAL Mavericks,Player Over/Under Points 
18901,2024-10-24 06:32:00,False,Basketball,NBA,NBA,MIN Timberwolves - GS Warriors,Player Over/Under Points 
553541,2024-10-20 13:07:00,False,Soccer,Champions League,Champions League,Dinamo Zagreb - Borussia Dortmund,Full Time Result - 0%
131456,2024-11-29 22:13:00,False,Basketball,NBA,NBA,GS Warriors - LA Lakers,Player Over/Under 3P Made
550206,2024-10-06 10:03:00,True,Soccer,Pro League,Belgium,OH Leuven - Anderlecht,Goals Over/Under - LIVE
64168,2024-10-04 02:25:00,False,Soccer,Premiership,Scotland,Dundee - Motherwell,Goals Over/Under - PRELIVE
320901,2025-01-03 01:47:00,False,Soccer,2. Bundesliga,Germany,Nurnberg - Eintracht Braunschweig,1st Half - Corners Over/Under
57107,2024-11-06 23:51:00,False,Soccer,League One,England,Shrewsbury - Wycombe,Double Chance
878170,2024-11-23 09:20:00,True,Soccer,Super League,Zambia,Kabwe Warriors - Nkana FC,Full Time Result - LIVE
581511,2024-11-17 06:26:00,False,Soccer,Premier League,England,Everton - Brentford,Double Chance and Both to Score
755817,2024-12-14 10:27:00,False,Soccer,Primeira Liga,Portugal,Arouca - Benfica,"Both Teams to Score or Over 2,5"
18901,2024-11-17 10:07:00,False,Soccer,FA Cup,England,Walsall - Charlton,Goals Over/Under - PRELIVE
965122,2024-11-22 13:16:00,False,Soccer,3rd League,Greece,Anagennisi Karditsas - Thesprotos,Full Time Result - PRELIVE
878170,2024-11-29 22:58:00,False,Basketball,Euroleague,Euroleague ,Anadolu Efes - Panathinaikos,Player Over/Under 3P Made
278634,2024-10-29 11:50:00,False,Soccer,Eliteserien,Norway,FK Haugesund - Odds BK,Goals Over/Under - PRELIVE
903234,2024-11-11 23:08:00,False,Soccer,Champions League,Champions League,Bayern Munich - Paris Saint Germain,Double Chance & Goals Over/Under
272359,2025-01-09 16:01:00,True,Soccer,Champions League,Champions League,Bayern Munich - Paris Saint Germain,Both Teams to Score
550206,2024-11-17 09:34:00,False,Basketball,Euroleague,Euroleague ,AS Monaco - Olympiacos,Player Over/Under Points 
28150,2025-01-02 20:48:00,True,Soccer,Super League 1,Greece,Kallithea - Olympiacos,1st Half - Corners Over/Under
150659,2024-10-23 10:00:00,False,Soccer,Serie A,Italy,Cagliari - Hellas Verona,Double Chance
685569,2024-11-28 20:00:00,True,Soccer,LaLiga,Spain,Real Madrid - Sevilla,1st Half - Goals Over/Under
941497,2024-10-06 13:06:00,True,Soccer,First Amateur Division,Belgium,Royal Cappellen FC - KSK Heist,Full Time Result - LIVE
568945,2024-12-17 00:20:00,True,Soccer,Championship,England,Oxford United - Sheffield Wed,Goals Over/Under - LIVE
278634,2024-10-15 07:14:00,False,Soccer,Conference League,Conference League,Astana - Chelsea,Goals Over/Under - PRELIVE
159281,2024-11-11 06:57:00,False,Soccer,Conference League,Conference League,Vitoria Guimaraes  - Fiorentina,Goals Over/Under - PRELIVE
18901,2024-11-22 09:46:00,False,Basketball,Euroleague,Euroleague ,Anadolu Efes - Panathinaikos,Player Over/Under Points and Rebounds (ALGO)
131091,2024-12-04 02:02:00,False,Basketball,NBA,NBA,ATL Hawks - MIA Heat,Player Over/Under Assists
353117,2024-11-12 07:49:00,True,Table Tennis,TT Elite Series,World,Miroslaw Lewczuk - Jerzy Michalik,Match Winner
908733,2024-10-06 23:59:00,False,Soccer,Liga 1,Romania,Otelul Galati - FCSB,Full Time Result - PRELIVE
176637,2024-12-23 19:46:00,False,Soccer,Europa League,Europa League,Dynamo Kyiv - FK Viktoria Plzen,Red Cards Over/Under
339141,2024-11-22 15:53:00,True,Soccer,Liga 2,Indonesia,Nusantara - Persikas Subang,Full Time Result - LIVE
300431,2024-11-29 22:16:00,True,Soccer,Serie A (2x3 mins),Еsoccer Volta,Internazionale (KravaRK) Esports - Juventus (danyab1ceps) Esports,Goals Over/Under - PRELIVE
527591,2025-01-13 03:44:00,False,Soccer,Liga de Futbol Profesional,Bolivia,Independiente Petrolero - Always Ready,1st Half - Goals Over/Under
378892,2024-10-31 17:00:00,True,Soccer,2. Bundesliga,Germany,Paderborn - FC Schalke,Full Time Result - LIVE
20442,2024-12-12 01:44:00,False,Soccer,Superliga,Slovakia,Spartak Trnava - MFK Skalica,Home Over/Under
872973,2024-11-11 04:48:00,False,Soccer,League One,England,Huddersfield - Stockport,Full Time Result - PRELIVE
57107,2025-01-08 21:25:00,True,Soccer,Bundesliga,Germany,Union Berlin - Bochum,Home Over/Under
810353,2024-10-16 19:04:00,False,Basketball,NBA,NBA,MIA Heat - BKN Nets,Player Over/Under 3P Made
263793,2024-12-04 01:48:00,False,Basketball,Euroleague,Euroleague ,FC Barcelona  - Crvena Zvezda,Player Over/Under Points 
985784,2024-10-09 03:09:00,False,Soccer,Champions League,Champions League,Liverpool - Real Madrid,Anytime Goalscorer
14185,2024-11-29 01:32:00,False,Soccer,Champions League,Champions League,Manchester City - Feyenoord,Home Team to Score a Penalty
338431,2025-01-03 05:35:00,False,Basketball,Euroleague,Euroleague ,Real Madrid - Fenerbahce,Player Over/Under 3P Made
627998,2024-10-23 03:59:00,False,Basketball,Euroleague,Euroleague ,FC Barcelona  - Crvena Zvezda,Handicap
872973,2025-01-10 20:10:00,True,Soccer,Europa League (2x4 mins),Еsoccer Battle,Porto (lowheels) Esports - Eintracht Frankfurt (Jekunam) Esports,Half Time Result
385329,2024-12-13 12:02:00,True,Soccer,Championship,England,Luton Town - Derby,Goals Over/Under - LIVE
159281,2024-10-08 07:04:00,True,Soccer,Division de Honor Juvenil,Spain,FC Sevilla U19 - Vazquez U19,Team to Score Goal N
57107,2025-01-11 23:34:00,True,Soccer,Premier League 2,England,Fulham U21 - Leeds United U21,Team to Score Goal N
293817,2024-12-05 20:56:00,True,Soccer,H2H GG League (2x4 mins),Еsoccer,Spain (AGENT) Esports - England (SMHAMILA) Esports,Team to Score Goal N
570878,2024-12-17 10:45:00,True,Basketball,NBA,NBA,SAC Kings - HOU Rockets,Match Winner - Live
842090,2024-11-25 19:33:00,True,Soccer,Premier League,Malta,Floriana FC - Sliema Wanderers,1st Half - Goals Over/Under
268097,2024-11-04 01:02:00,True,Soccer,Super League 2,Greece,PAOK Thessaloniki II - Kampaniakos,1st Half - Goals Over/Under
318821,2025-01-13 07:36:00,False,Soccer,Serie C,Italy,Arezzo - ACD Virtus Entella,Full Time Result - PRELIVE
318821,2024-11-15 03:25:00,False,Basketball,NBA,NBA,LA Lakers - MEM Grizzlies,Over/Under Additional
64168,2024-10-16 12:57:00,False,Soccer,National League,England,Barnet - Halifax,Full Time Result - PRELIVE
717815,2025-01-12 02:18:00,False,Soccer,Serie B,Italy,Sudtirol - Cittadella,Full Time Result - PRELIVE
359079,2024-12-05 18:54:00,True,Soccer,Segunda Division,Spain,Huesca - Eibar,Full Time Result - PRELIVE
620872,2024-10-22 18:59:00,False,Soccer,Serie A,Italy,Juventus - Venezia,Full Time Result - PRELIVE
356562,2024-10-23 04:34:00,False,Soccer,Cup,Greece,Panionios - Asteras Tripolis,Both Teams to Score
737548,2025-01-08 15:35:00,True,Soccer,U19 Championship,Vietnam,Ba Ria Vung Tau U19 - Soc Trang U19,Goals Over/Under - LIVE
446644,2024-11-12 11:36:00,False,Soccer,Primeira Liga,Portugal,Rio Ave - Vitoria Guimaraes ,Goals Over/Under - PRELIVE
20442,2024-12-11 16:54:00,True,Soccer,Ligue 2,Algeria,AS Khroub - CA Batna,1st Half - Goals Over/Under
592561,2024-10-04 08:25:00,True,Soccer,National League South,England,Chelmsford - Boreham Wood,Full Time Result - LIVE
306995,2024-11-02 23:30:00,False,Soccer,Serie A,Italy,AS Roma - Atalanta,Full Time Result - 0%
550206,2024-12-04 01:20:00,False,Soccer,Champions League,Champions League,Atalanta - Real Madrid,Full Time Result - 0%
102299,2024-11-06 04:01:00,False,Soccer,Premier League,England,Ipswich - Manchester United,2nd Half - Result
965122,2024-10-17 21:23:00,True,Soccer,Serie A,Italy,Lecce - Lazio,Full Time Result - LIVE
10276,2024-12-08 14:36:00,False,Basketball,Champions League,Champions League,Peristeri - FMP Beograd,Match Winner - PRELIVE
685569,2024-11-18 09:48:00,False,Soccer,Ligue 1,Algeria,JS Saoura - CS Constantine,Full Time Result - PRELIVE
102299,2025-01-19 07:33:00,False,Soccer,Premier League,England,Chelsea - Fulham,"Both Teams to Score or Over 2,5"
339141,2024-10-06 13:00:00,True,Soccer,Segunda Division,Spain,Deportivo La Coruna - Mirandes,Double Chance
446644,2024-11-24 17:02:00,False,Basketball,TBSL,Turkey,Bursaspor - Galatasaray,Match Winner - PRELIVE
568945,2024-10-26 22:03:00,False,Soccer,Super League 1,Greece,OFI - Olympiacos,Both Teams to Score
309380,2024-12-09 22:12:00,True,Soccer,2. Bundesliga,Germany,SV Darmstadt 98 - Preussen Munster,Goals Over/Under - LIVE
810353,2025-01-14 11:06:00,False,Soccer,Cup,Greece,Atromitos - Panathinaikos,Player - Total Shots On Target (Plus+)
